,0,1,2
553,0.0005308872787281871,2851   ,中再保       
554,0.0005308872787281871,2852   ,第一保       
555,0.0005308872787281871,2855   ,統一證       
556,0.0005308872787281871,2867   ,三商壽       
557,0.0005308872787281871,2880   ,華南金       
558,0.0005308872787281871,2881   ,富邦金       
559,0.0005308872787281871,2881A  ,富邦特       
560,0.0005308872787281871,2881B  ,富邦金乙特   
561,0.0005308872787281871,2882   ,國泰金       
562,0.0005308872787281871,2882A  ,國泰特       
563,0.0005308872787281871,2882B  ,國泰金乙特   
564,0.0005308872787281871,2883   ,開發金       
565,0.0005308872787281871,2884   ,玉山金       
566,0.0005308872787281871,2885   ,元大金       
567,0.0005308872787281871,2887   ,台新金       
568,0.0005308872787281871,2887E  ,台新戊特     
569,0.0005308872787281871,2887F  ,台新戊特二   
570,0.0005308872787281871,2888   ,新光金       
571,0.0005308872787281871,28885  ,新光金四     
572,0.0005308872787281871,28886  ,新光金五     
573,0.0005308872787281871,2888A  ,新光金甲特   
574,0.0005308872787281871,2888B  ,新光金乙特   
575,0.0005308872787281871,2889   ,國票金       
576,0.0005308872787281871,2890   ,永豐金       
577,0.0005308872787281871,2891   ,中信金       
578,0.0005308872787281871,2891B  ,中信金乙特   
579,0.0005308872787281871,2891C  ,中信金丙特   
580,0.0005308872787281871,2892   ,第一金       
581,0.0005308872787281871,2897   ,王道銀行     
582,0.0005308872787281871,2897A  ,王道銀甲特   
583,0.0005308872787281871,2903   ,遠百         
584,0.0005308872787281871,2904   ,匯僑         
585,0.0005308872787281871,2906   ,高林         
586,0.0005308872787281871,2908   ,特力         
587,0.0005308872787281871,2910   ,統領         
588,0.0005308872787281871,2911   ,麗嬰房       
589,0.0005308872787281871,2913   ,農林         
590,0.0005308872787281871,2915   ,潤泰全       
591,0.0005308872787281871,2916   ,滿心         
592,0.0005308872787281871,2923   ,鼎固-KY      
593,0.0005308872787281871,2924   ,東凌-KY      
594,0.0005308872787281871,2926   ,誠品生活     
595,0.0005308872787281871,2929   ,淘帝-KY      
596,0.0005308872787281871,2936   ,客思達-KY    
597,0.0005308872787281871,2937   ,集雅社       
598,0.0005308872787281871,29371  ,集雅社一     
599,0.0005308872787281871,2942   ,京站         
600,0.0005308872787281871,2945   ,三商家購     
601,0.0005308872787281871,2947   ,振宇五金     
602,0.0005308872787281871,3005   ,神基         
603,0.0005308872787281871,3006   ,晶豪科       
604,0.0005308872787281871,3008   ,大立光       
605,0.0005308872787281871,3010   ,華立         
606,0.0005308872787281871,3011   ,今皓         
607,0.0005308872787281871,3013   ,晟銘電       
608,0.0005308872787281871,3014   ,聯陽         
609,0.0005308872787281871,3015   ,全漢         
610,0.0005308872787281871,30163  ,嘉晶三       
611,0.0005308872787281871,3017   ,奇鋐         
612,0.0005308872787281871,3018   ,同開         
613,0.0005308872787281871,30183  ,同開三       
614,0.0005308872787281871,3019   ,亞光         
